pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-1180 b,TOI-1180,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,9.68675300,0.00001200,-0.00001200,0,0.082000,0.002000,-0.002000,0,3.036,0.187,-0.130,0,0.271,0.017,-0.012,0,10.00000,5.30000,-5.40000,0,0.03146,0.01668,-0.01699,0,Mass,0.000000,,,0,,,,,638,13,-12,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,4804.00,53.00,-53.00,0,0.74,0.02,-0.02,0,0.78,0.02,-0.03,0,0.067,0.083,-0.092,0,[Fe/H],4.59,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h18m13.39s,214.5557741,+82d11m37.55s,82.1937642,72.0238000,0.1326000,-0.1321000,11.0170000,0.0160000,-0.0160000,8.5940000,0.0150000,-0.0150000,10.7445000,0.0004180,-0.0004180,2024-07-22,2024-06,2024-07-22
TOI-1181 b,TOI-1181,0,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2.10319365,0.00000041,-0.00000041,0,0.036400,0.000600,-0.007000,0,16.197,0.332,-0.336,0,1.445,0.030,-0.030,0,377.00000,17.00000,-17.00000,0,1.18617,0.05349,-0.05349,0,Mass,0.000000,,,0,,,,,1942,35,-34,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6046.00,88.00,-84.00,0,1.93,0.04,-0.04,0,1.46,0.02,-0.03,0,0.395,0.054,-0.058,0,[Fe/H],4.03,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m51.80s,297.2158166,+64d21m15.66s,64.3543506,302.8190000,3.5420000,-3.4620000,10.5820000,0.0060000,-0.0060000,9.2200000,0.0150000,-0.0150000,10.4776000,0.0003410,-0.0003410,2024-07-22,2024-06,2024-07-22
TOI-1194 b,TOI-1194,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2.31064460,0.00000054,-0.00000054,0,0.034000,0.000600,-0.000600,0,8.717,0.155,-0.149,0,0.778,0.014,-0.013,0,120.00000,5.60000,-5.70000,0,0.37756,0.01762,-0.01793,0,Mass,0.000000,,,0,,,,,1264,19,-19,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5394.00,65.00,-63.00,0,0.96,0.02,-0.01,0,0.98,0.03,-0.03,0,0.348,0.056,-0.058,0,[Fe/H],4.46,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h11m17.16s,167.8214811,+69d57m53.19s,69.9647749,149.6670000,0.6550000,-0.6490000,11.3020000,0.0100000,-0.0100000,9.3400000,0.0150000,-0.0150000,10.9887000,0.0004090,-0.0004090,2024-07-22,2024-06,2024-07-22
TOI-1246 c,TOI-1246,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,5.90413700,0.00001400,-0.00001400,0,0.061000,0.001000,-0.001000,0,2.451,0.138,-0.088,0,0.219,0.012,-0.008,0,9.10000,1.30000,-1.20000,0,0.02863,0.00409,-0.00378,0,Mass,0.000000,,,0,,,,,862,16,-15,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5213.00,71.00,-67.00,0,0.86,0.02,-0.02,0,0.89,0.03,-0.03,0,0.168,0.057,-0.058,0,[Fe/H],4.51,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.4220000,0.6730000,-0.6690000,11.6320000,0.0240000,-0.0240000,9.9070000,0.0360000,-0.0360000,11.7291000,0.0001590,-0.0001590,2024-07-22,2024-06,2024-07-22
TOI-1246 d,TOI-1246,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,18.65487400,0.00005500,-0.00005500,0,0.132000,0.003000,-0.003000,0,3.431,0.150,-0.116,0,0.306,0.013,-0.010,0,5.40000,1.90000,-1.90000,0,0.01699,0.00598,-0.00598,0,Mass,0.000000,,,0,,,,,588,11,-10,0,1,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5213.00,71.00,-67.00,0,0.86,0.02,-0.02,0,0.89,0.03,-0.03,0,0.168,0.057,-0.058,0,[Fe/H],4.51,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.4220000,0.6730000,-0.6690000,11.6320000,0.0240000,-0.0240000,9.9070000,0.0360000,-0.0360000,11.7291000,0.0001590,-0.0001590,2024-07-22,2024-06,2024-07-22
TOI-1246 e,TOI-1246,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,37.92548000,0.00016000,-0.00016000,0,0.212000,0.004000,-0.004000,0,3.514,0.269,-0.182,0,0.314,0.024,-0.016,0,14.50000,2.30000,-2.30000,0,0.04562,0.00724,-0.00724,0,Mass,0.000000,,,0,,,,,464,8,-8,0,1,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5213.00,71.00,-67.00,0,0.86,0.02,-0.02,0,0.89,0.03,-0.03,0,0.168,0.057,-0.058,0,[Fe/H],4.51,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.4220000,0.6730000,-0.6690000,11.6320000,0.0240000,-0.0240000,9.9070000,0.0360000,-0.0360000,11.7291000,0.0001590,-0.0001590,2024-07-22,2024-06,2024-07-22
TOI-1249 b,TOI-1249,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,13.07915100,0.00005400,-0.00005400,0,0.109000,0.002000,-0.002000,0,3.271,0.307,-0.187,0,0.292,0.027,-0.017,0,11.90000,5.20000,-5.10000,0,0.03744,0.01636,-0.01605,0,Mass,0.000000,,,0,,,,,727,12,-11,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5497.00,69.00,-67.00,0,0.98,0.02,-0.02,0,1.01,0.03,-0.03,0,0.297,0.057,-0.059,0,[Fe/H],4.46,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h22m14.78s,200.5615762,+66d18m30.72s,66.3085331,139.4900000,0.5370000,-0.5330000,11.0890000,0.0090000,-0.0090000,9.1260000,0.0220000,-0.0220000,10.6987000,0.0002430,-0.0002430,2024-07-22,2024-06,2024-07-22
TOI-1272 c,TOI-1272,1,1,2,Radial Velocity,2022,W. M. Keck Observatory,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,8.68110000,0.00690000,-0.00690000,0,0.079000,0.001000,-0.001000,0,,,,,,,,,21.70000,3.60000,-3.60000,0,0.06828,0.01133,-0.01133,0,Msini,0.120000,0.000000,0.000000,0,,,,,,,,,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5065.00,52.00,-50.00,0,0.79,0.01,-0.01,0,0.88,0.01,-0.02,0,0.182,0.054,-0.056,0,[Fe/H],4.58,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h16m47.09s,199.1962036,+49d51m39.81s,49.8610591,137.5720000,0.4030000,-0.4010000,11.7580000,0.0460000,-0.0460000,9.7010000,0.0200000,-0.0200000,11.6000000,0.0004970,-0.0004970,2024-07-22,2024-06,2024-07-22
TOI-1279 b,TOI-1279,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,9.61419000,0.00004000,-0.00004000,0,0.085000,0.002000,-0.002000,0,2.661,0.138,-0.106,0,0.237,0.012,-0.009,0,10.60000,2.50000,-2.50000,0,0.03335,0.00787,-0.00787,0,Mass,0.000000,,,0,,,,,759,12,-12,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5457.00,67.00,-68.00,0,0.84,0.01,-0.01,0,0.88,0.03,-0.03,0,-0.079,0.056,-0.059,0,[Fe/H],4.53,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h20m15.09s,185.0628734,+56d12m05.07s,56.2014094,107.0550000,0.2860000,-0.2840000,10.7140000,0.0060000,-0.0060000,8.8870000,0.0150000,-0.0150000,10.4785000,0.0001920,-0.0001920,2024-07-22,2024-06,2024-07-22
TOI-1288 b,TOI-1288,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2.69982790,0.00000490,-0.00000490,0,0.037400,0.000700,-0.000800,0,4.968,0.108,-0.100,0,0.443,0.010,-0.009,0,44.10000,2.70000,-2.60000,0,0.13875,0.00850,-0.00818,0,Mass,0.000000,,,0,,,,,1203,20,-19,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5388.00,68.00,-66.00,0,0.96,0.02,-0.02,0,0.96,0.03,-0.03,0,0.257,0.058,-0.058,0,[Fe/H],4.45,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h52m40.09s,313.1670294,+65d36m31.62s,65.6087833,114.8650000,0.3220000,-0.3210000,10.4450000,0.0070000,-0.0070000,8.7790000,0.0210000,-0.0210000,10.4468000,0.0003580,-0.0003580,2024-07-22,2024-06,2024-07-22
TOI-1288 c,TOI-1288,1,1,2,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,416.00000000,12.00000000,-12.00000000,0,1.070000,0.030000,-0.030000,0,,,,,,,,,85.70000,12.10000,-11.70000,0,0.26964,0.03807,-0.03681,0,Msini,0.000000,,,0,,,,,,,,,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5388.00,68.00,-66.00,0,0.96,0.02,-0.02,0,0.96,0.03,-0.03,0,0.257,0.058,-0.058,0,[Fe/H],4.45,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h52m40.09s,313.1670294,+65d36m31.62s,65.6087833,114.8650000,0.3220000,-0.3210000,10.4450000,0.0070000,-0.0070000,8.7790000,0.0210000,-0.0210000,10.4468000,0.0003580,-0.0003580,2024-07-22,2024-06,2024-07-22
TOI-1294 b,TOI-1294,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.91529200,0.00001500,-0.00001500,0,0.051000,0.001000,-0.001000,0,10.124,0.236,-0.221,0,0.903,0.021,-0.020,0,63.90000,4.70000,-4.50000,0,0.20105,0.01479,-0.01416,0,Mass,0.000000,,,0,,,,,1393,23,-25,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5718.00,58.00,-78.00,0,1.56,0.03,-0.03,0,1.16,0.06,-0.05,0,0.283,0.060,-0.059,0,[Fe/H],4.12,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h52m22.23s,223.0926408,+70d28m35.61s,70.4765573,332.6480000,2.3010000,-2.2710000,11.3140000,0.0300000,-0.0300000,9.9640000,0.0200000,-0.0200000,11.3998000,0.0002960,-0.0002960,2024-07-22,2024-06,2024-07-22
TOI-1294 c,TOI-1294,1,1,2,Radial Velocity,2024,W. M. Keck Observatory,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,159.90000000,2.50000000,-2.50000000,0,0.610000,0.020000,-0.020000,0,,,,,,,,,147.00000,15.00000,-14.00000,0,0.46251,0.04720,-0.04405,0,Msini,0.000000,,,0,,,,,,,,,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5718.00,58.00,-78.00,0,1.56,0.03,-0.03,0,1.16,0.06,-0.05,0,0.283,0.060,-0.059,0,[Fe/H],4.12,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h52m22.23s,223.0926408,+70d28m35.61s,70.4765573,332.6480000,2.3010000,-2.2710000,11.3140000,0.0300000,-0.0300000,9.9640000,0.0200000,-0.0200000,11.3998000,0.0002960,-0.0002960,2024-07-22,2024-06,2024-07-22
TOI-1386 b,TOI-1386,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,25.84010000,0.00310000,-0.00310000,0,0.173000,0.003000,-0.003000,0,6.216,0.206,-0.170,0,0.555,0.018,-0.015,0,45.80000,5.80000,-5.70000,0,0.14410,0.01825,-0.01793,0,Mass,0.000000,,,0,,,,,615,10,-10,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5735.00,75.00,-77.00,0,1.02,0.02,-0.02,0,1.04,0.03,-0.04,0,0.149,0.059,-0.058,0,[Fe/H],4.43,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h18m00.98s,334.5041029,+54d19m08.56s,54.3190454,146.8580000,0.6870000,-0.6800000,10.6100000,0.0080000,-0.0080000,9.0860000,0.0190000,-0.0190000,10.5069000,0.0002370,-0.0002370,2024-07-22,2024-06,2024-07-22
TOI-1411 b,TOI-1411,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,1.45205270,0.00000170,-0.00000170,0,0.021220,0.000400,-0.000400,0,1.199,0.049,-0.045,0,0.107,0.004,-0.004,0,2.00000,1.20000,-1.10000,0,0.00629,0.00378,-0.00346,0,Mass,0.000000,,,0,,,,,976,18,-18,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,4115.00,42.00,-45.00,0,0.61,0.02,-0.02,0,0.60,0.01,-0.01,0,0.012,0.071,-0.075,0,[Fe/H],4.64,0.01,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h31m47.05s,232.9460470,+47d03m19.98s,47.0555507,32.4778000,0.0225000,-0.0225000,10.5100000,0.0300000,-0.0300000,7.2500000,0.0210000,-0.0210000,9.8772300,0.0005260,-0.0005260,2024-07-22,2024-06,2024-07-22
TOI-1422 b,TOI-1422,0,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,12.99670000,0.00170000,-0.00170000,0,0.108000,0.002000,-0.002000,0,3.937,0.147,-0.126,0,0.351,0.013,-0.011,0,12.10000,4.50000,-4.50000,0,0.03807,0.01416,-0.01416,0,Mass,0.000000,,,0,,,,,790,14,-14,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5811.00,82.00,-81.00,0,1.02,0.02,-0.02,0,0.99,0.04,-0.04,0,-0.028,0.060,-0.061,0,[Fe/H],4.41,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h36m57.80s,354.2408290,+39d38m21.41s,39.6392793,155.1410000,0.6630000,-0.6570000,10.6220000,0.0070000,-0.0070000,9.1900000,0.0220000,-0.0220000,10.5521000,0.0002310,-0.0002310,2024-07-22,2024-06,2024-07-22
TOI-1437 b,TOI-1437,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,18.84078000,0.00012000,-0.00012000,0,0.139000,0.003000,-0.003000,0,2.435,0.070,-0.063,0,0.217,0.006,-0.006,0,10.40000,2.60000,-2.60000,0,0.03272,0.00818,-0.00818,0,Mass,0.000000,,,0,,,,,794,14,-14,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5986.00,83.00,-82.00,0,1.26,0.02,-0.02,0,1.01,0.04,-0.04,0,-0.159,0.025,-0.053,0,[Fe/H],4.24,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h04m33.30s,256.1387513,+56d50m33.18s,56.8425490,103.2970000,0.1830000,-0.1830000,9.1730000,0.0030000,-0.0030000,7.8170000,0.0210000,-0.0210000,9.0792800,0.0002170,-0.0002170,2024-07-22,2024-06,2024-07-22
TOI-1443 b,TOI-1443,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,23.54067800,0.00005800,-0.00005800,0,0.147000,0.003000,-0.003000,0,2.304,0.127,-0.101,0,0.206,0.011,-0.009,0,30.00000,,,1,0.09439,,,1,Mass,0.000000,,,0,,,,,521,14,-12,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5224.00,59.00,-58.00,0,0.75,0.03,-0.03,0,0.77,0.02,-0.03,0,-0.294,0.059,-0.059,0,[Fe/H],4.56,0.04,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m35.68s,297.3986780,+76d08m21.04s,76.1391776,85.8034000,0.2059000,-0.2049000,10.6750000,0.0080000,-0.0080000,8.6740000,0.0200000,-0.0200000,10.4596000,0.0002910,-0.0002910,2024-07-22,2024-06,2024-07-22
TOI-1472 b,TOI-1472,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,6.36381000,0.00091000,-0.00091000,0,0.065000,0.001000,-0.001000,0,4.160,0.157,-0.126,0,0.371,0.014,-0.011,0,16.50000,5.10000,-5.10000,0,0.05191,0.01605,-0.01605,0,Mass,0.000000,,,0,,,,,811,11,-11,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5133.00,54.00,-53.00,0,0.84,0.01,-0.01,0,0.92,0.02,-0.02,0,0.287,0.059,-0.059,0,[Fe/H],4.55,0.01,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h56m27.42s,14.1142611,+48d38m15.06s,48.6375168,121.8400000,1.3310000,-1.3030000,11.3020000,0.0140000,-0.0140000,9.2770000,0.0210000,-0.0210000,11.1107000,0.0009680,-0.0009680,2024-07-22,2024-06,2024-07-22
TOI-1601 b,TOI-1601,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,5.33175000,0.00014000,-0.00014000,0,0.069000,0.001000,-0.001000,0,14.199,0.649,-0.511,0,1.267,0.058,-0.046,0,387.00000,16.00000,-17.00000,0,1.21764,0.05034,-0.05349,0,Mass,0.000000,,,0,,,,,1494,29,-28,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5982.00,78.00,-64.00,0,2.19,0.06,-0.06,0,1.51,0.03,-0.05,0,0.343,0.052,-0.058,0,[Fe/H],3.93,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m26.78s,38.3615690,+41d00m48.36s,41.0134321,336.6080000,8.3890000,-7.9980000,10.6600000,0.0060000,-0.0060000,9.1910000,0.0140000,-0.0140000,10.5276000,0.0003880,-0.0003880,2024-07-22,2024-06,2024-07-22
TOI-1669 b,TOI-1669,1,1,2,Radial Velocity,2023,W. M. Keck Observatory,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,500.00000000,13.00000000,-13.00000000,0,1.270000,0.030000,-0.030000,0,,,,,,,,,191.00000,25.00000,-24.00000,0,0.60095,0.07866,-0.07551,0,Msini,0.000000,,,0,,,,,,,,,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5497.00,73.00,-72.00,0,1.06,0.02,-0.02,0,0.99,0.03,-0.03,0,0.274,0.059,-0.060,0,[Fe/H],4.38,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h03m49.55s,45.9564744,+83d35m14.74s,83.5874273,111.2760000,0.3710000,-0.3680000,10.2180000,0.0040000,-0.0040000,8.4620000,0.0210000,-0.0210000,10.0089000,0.0002410,-0.0002410,2024-07-22,2024-06,2024-07-22
