pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
WASP-63 b,WASP-63,0,1,1,Transit,2012,SuperWASP,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.37808065,0.00000224,-0.00000224,0,,,,,15.177,0.827,-0.827,0,1.354,0.074,-0.074,0,,,,,,,,,,,,,,1103.27,,,0,1470,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5570.00,,,0,1.79,0.10,-0.10,0,,,,,,,,,,4.01,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h17m20.73s,94.3363562,-38d19m24.18s,-38.3233826,290.6840000,2.0340000,-2.0080000,11.1550000,0.0100000,-0.0100000,9.3930000,0.0210000,-0.0210000,10.9185000,0.0003800,-0.0003800,2024-09-16,2017-07,2024-09-16
WASP-91 b,WASP-91,0,1,1,Transit,2017,SuperWASP-South,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.79858018,0.00000033,-0.00000033,0,,,,,11.951,0.733,-0.733,0,1.066,0.065,-0.065,0,,,,,,,,,,,,,,332.56,,,0,1089,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4920.00,,,0,0.91,0.06,-0.06,0,,,,,,,,,,4.49,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h51m23.14s,357.8464340,-70d09m10.30s,-70.1528621,149.9420000,0.5190000,-0.5160000,11.9800000,0.0220000,-0.0220000,9.7120000,0.0230000,-0.0230000,11.6236000,0.0003130,-0.0003130,2024-09-16,2017-07,2024-09-16
7 CMa b,7 CMa,0,1,2,Radial Velocity,2011,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=LIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...27L/abstract target=ref>Lin et al. 2024</a>,,,,,1.800000,0.033000,-0.033000,0,,,,,,,,,616.50000,20.20000,-20.20000,0,1.94000,0.06400,-0.06400,0,Msini,,,,,,,,,,,,,0,<a refstr=LIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...27L/abstract target=ref>Lin et al. 2024</a>,,,,,,5.20,0.06,-0.06,0,1.44,0.05,-0.05,0,,,,,,3.17,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,19.8101000,0.1648000,-0.1648000,3.9500000,0.0300000,-0.0300000,1.5640000,0.2520000,-0.2520000,3.6785300,0.0041348,-0.0041348,2024-09-13,2024-07,2024-09-13
7 CMa c,7 CMa,0,1,2,Radial Velocity,2019,Multiple Observatories,Published Confirmed,0,<a refstr=LIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...27L/abstract target=ref>Lin et al. 2024</a>,,,,,2.205000,0.086000,-0.086000,0,,,,,,,,,289.90000,21.20000,-21.20000,0,0.91200,0.06700,-0.06700,0,Msini,,,,,,,,,,,,,0,<a refstr=LIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...27L/abstract target=ref>Lin et al. 2024</a>,,,,,,5.20,0.06,-0.06,0,1.44,0.05,-0.05,0,,,,,,3.17,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,19.8101000,0.1648000,-0.1648000,3.9500000,0.0300000,-0.0300000,1.5640000,0.2520000,-0.2520000,3.6785300,0.0041348,-0.0041348,2024-09-13,2024-07,2024-09-13
BD-17 63 b,BD-17 63,1,1,1,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..196W/abstract target=ref>Winn 2022</a>,655.57000000,0.58000000,-0.58000000,0,,,,,,,,,,,,,1639.99458,63.56568,-63.56568,0,5.16000,0.20000,-0.20000,0,Mass,0.543900,0.005200,-0.005200,0,,,,,,,,,0,<a refstr=WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..196W/abstract target=ref>Winn 2022</a>,,,,,,,,,,0.74,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.4603000,0.0929000,-0.0924000,9.6200000,0.0300000,-0.0300000,6.9140000,0.0240000,-0.0240000,9.2011200,0.0005140,-0.0005140,2024-09-13,2022-11,2024-09-13
HD 120084 b,HD 120084,0,1,1,Radial Velocity,2013,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=LIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...971L..50L/abstract target=ref>Lin et al. 2024</a>,,,,,4.513000,0.263000,-0.263000,0,,,,,,,,,1373.90000,128.60000,-128.60000,0,4.32300,0.40500,-0.40500,0,Msini,,,,,,,,,,,,,0,<a refstr=LIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...971L..50L/abstract target=ref>Lin et al. 2024</a>,,4892.00,22.00,-22.00,0,11.03,0.65,-0.65,0,2.66,0.34,-0.34,0,,,,,,2.78,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h42m38.88s,205.6619890,+78d03m52.70s,78.0646376,103.0440000,0.5175000,-0.5175000,5.9068600,0.0230000,-0.0230000,3.5720000,0.2360000,-0.2360000,5.6521100,0.0015051,-0.0015051,2024-09-13,2024-08,2024-09-13
HD 132406 b,HD 132406,1,1,1,Radial Velocity,2007,Haute-Provence Observatory,Published Confirmed,0,<a refstr=WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..196W/abstract target=ref>Winn 2022</a>,908.00000000,16.00000000,-16.00000000,0,,,,,,,,,,,,,1887.90074,206.58846,-187.51876,0,5.94000,0.65000,-0.59000,0,Mass,0.250000,0.063000,-0.075000,0,,,,,,,,,0,<a refstr=WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..196W/abstract target=ref>Winn 2022</a>,,,,,,,,,,0.97,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h56m54.63s,224.2276121,+53d22m51.46s,53.3809615,70.7832000,0.1387000,-0.1381000,8.4500000,0.0300000,-0.0300000,6.8700000,0.0170000,-0.0170000,8.2807500,0.0002270,-0.0002270,2024-09-13,2022-11,2024-09-13
HD 175167 b,HD 175167,1,1,1,Radial Velocity,2009,Las Campanas Observatory,Published Confirmed,0,<a refstr=WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..196W/abstract target=ref>Winn 2022</a>,1175.00000000,25.00000000,-25.00000000,0,,,,,,,,,,,,,4703.86042,572.09113,-508.52545,0,14.80000,1.80000,-1.60000,0,Mass,0.510000,0.035000,-0.035000,0,,,,,,,,,0,<a refstr=WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..196W/abstract target=ref>Winn 2022</a>,,,,,,,,,,1.09,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m00.81s,285.0033888,-69d56m42.24s,-69.9450664,71.0863000,0.1691000,-0.1684000,8.0100000,0.0300000,-0.0300000,6.2880000,0.0180000,-0.0180000,7.8242400,0.0002220,-0.0002220,2024-09-13,2022-11,2024-09-13
HD 21520 b,HD 21520,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.2039N/abstract target=ref>Nies et al. 2024</a>,25.12920000,0.00008900,-0.00007300,0,0.172600,0.007100,-0.007100,0,2.697,0.090,-0.090,0,0.241,0.008,-0.008,0,17.70000,,,1,0.05569,,,1,Mass,0.000000,,,0,,,,,637,13,-12,0,0,<a refstr=NIES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.2039N/abstract target=ref>Nies et al. 2024</a>,,5871.00,62.00,-62.00,0,1.04,0.02,-0.02,0,1.09,0.07,-0.07,0,0.049,0.042,-0.042,0,[Fe/H],4.42,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h26m33.68s,51.6403449,-43d36m49.19s,-43.6136649,79.2080000,0.1598000,-0.1592000,9.1700000,0.0300000,-0.0300000,7.7070000,0.0160000,-0.0160000,9.0179600,0.0001810,-0.0001810,2024-09-13,2024-09,2024-09-13
HD 29399 b,HD 29399,0,1,1,Radial Velocity,2022,La Silla Observatory,Published Confirmed,0,<a refstr=LIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...971L..50L/abstract target=ref>Lin et al. 2024</a>,,,,,2.012000,0.054000,-0.054000,0,,,,,,,,,551.80000,48.70000,-48.70000,0,1.73600,0.15300,-0.15300,0,Msini,,,,,,,,,,,,,0,<a refstr=LIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...971L..50L/abstract target=ref>Lin et al. 2024</a>,,4845.00,52.00,-52.00,0,4.84,0.08,-0.08,0,1.36,0.06,-0.06,0,,,,,,3.20,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m33.68s,68.3903471,-62d49m25.53s,-62.8237576,44.1518000,0.1069000,-0.1069000,5.7900000,0.0300000,-0.0300000,3.7770000,0.2380000,-0.2380000,5.5050300,0.0015790,-0.0015790,2024-09-13,2024-08,2024-09-13
HD 33844 b,HD 33844,0,1,2,Radial Velocity,2015,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=LIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...27L/abstract target=ref>Lin et al. 2024</a>,,,,,1.501000,0.047000,-0.047000,0,,,,,,,,,548.40000,46.20000,-46.20000,0,1.72600,0.14500,-0.14500,0,Msini,,,,,,,,,,,,,0,<a refstr=LIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...27L/abstract target=ref>Lin et al. 2024</a>,,,,,,5.51,0.13,-0.13,0,1.47,0.08,-0.08,0,,,,,,3.12,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h12m36.14s,78.1505649,-14d57m03.52s,-14.9509775,105.7790000,0.3830000,-0.3800000,7.2900000,0.0300000,-0.0300000,4.9450000,0.0180000,-0.0180000,7.0115300,0.0001790,-0.0001790,2024-09-13,2024-07,2024-09-13
HD 33844 c,HD 33844,0,1,2,Radial Velocity,2015,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=LIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...27L/abstract target=ref>Lin et al. 2024</a>,,,,,2.111000,0.077000,-0.077000,0,,,,,,,,,489.70000,57.80000,-57.80000,0,1.54100,0.18200,-0.18200,0,Msini,,,,,,,,,,,,,0,<a refstr=LIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...27L/abstract target=ref>Lin et al. 2024</a>,,,,,,5.51,0.13,-0.13,0,1.47,0.08,-0.08,0,,,,,,3.12,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h12m36.14s,78.1505649,-14d57m03.52s,-14.9509775,105.7790000,0.3830000,-0.3800000,7.2900000,0.0300000,-0.0300000,4.9450000,0.0180000,-0.0180000,7.0115300,0.0001790,-0.0001790,2024-09-13,2024-07,2024-09-13
HD 42813 b,HD 42813,1,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>,13.63082050,0.00000900,-0.00000900,0,0.111000,0.002000,-0.002000,0,3.410,0.046,-0.046,0,0.304,0.004,-0.004,0,9.10000,0.82000,-0.79000,0,0.02863,0.00258,-0.00249,0,Mass,,,,,74.70,5.10,-5.10,0,716,12,-12,0,0,<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>,,5289.00,69.00,-69.00,0,0.98,0.01,-0.01,0,0.90,0.04,-0.04,0,0.240,0.050,-0.050,0,[Fe/H],4.39,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h12m13.88s,93.0578446,-14d38m57.54s,-14.6493167,68.1920000,0.1772000,-0.1763000,9.4900000,0.0300000,-0.0300000,7.5870000,0.0240000,-0.0240000,9.2746800,0.0002940,-0.0002940,2024-09-13,2024-08,2024-09-13
HD 5608 b,HD 5608,0,2,1,Radial Velocity,2012,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=LIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...27L/abstract target=ref>Lin et al. 2024</a>,,,,,1.974000,0.035000,-0.035000,0,,,,,,,,,451.60000,28.90000,-28.90000,0,1.42100,0.09100,-0.09100,0,Msini,,,,,,,,,,,,,0,<a refstr=LIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...27L/abstract target=ref>Lin et al. 2024</a>,,,,,,5.91,0.14,-0.14,0,1.73,0.09,-0.09,0,,,,,,3.13,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h58m14.26s,14.5594349,+33d57m02.08s,33.9505774,58.1105000,0.2209000,-0.2209000,6.0027200,0.0230000,-0.0230000,3.8260000,0.3720000,-0.3720000,5.7269500,0.0016237,-0.0016237,2024-09-13,2024-07,2024-09-13
HD 81040 b,HD 81040,1,1,1,Radial Velocity,2005,Multiple Observatories,Published Confirmed,0,<a refstr=WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..196W/abstract target=ref>Winn 2022</a>,1004.70000000,3.00000000,-3.00000000,0,,,,,,,,,,,,,2393.24790,10.17051,-10.17051,0,7.53000,0.03200,-0.03200,0,Mass,0.527000,0.034000,-0.037000,0,,,,,,,,,0,<a refstr=WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..196W/abstract target=ref>Winn 2022</a>,,,,,,,,,,0.96,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h23m46.92s,140.9455027,+20d21m52.59s,20.3646078,34.4341000,0.0777000,-0.0773000,7.7200000,0.0300000,-0.0300000,6.1590000,0.0210000,-0.0210000,7.5554300,0.0003290,-0.0003290,2024-09-13,2022-11,2024-09-13
HIP 29442 c,HD 42813,1,1,3,Radial Velocity,2023,Paranal Observatory,Published Confirmed,0,<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>,3.53795590,0.00000820,-0.00000820,0,0.045180,0.000820,-0.000820,0,1.551,0.045,-0.045,0,0.138,0.004,-0.004,0,4.50000,0.32000,-0.32000,0,0.01416,0.00101,-0.00101,0,Mass,,,,,451.00,31.00,-31.00,0,1123,19,-19,0,0,<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>,,5289.00,69.00,-69.00,0,0.98,0.01,-0.01,0,0.90,0.04,-0.04,0,0.240,0.050,-0.050,0,[Fe/H],4.39,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h12m13.88s,93.0578446,-14d38m57.54s,-14.6493167,68.1920000,0.1772000,-0.1763000,9.4900000,0.0300000,-0.0300000,7.5870000,0.0240000,-0.0240000,9.2746800,0.0002940,-0.0002940,2024-09-13,2024-08,2024-09-13
HIP 29442 d,HD 42813,1,1,3,Radial Velocity,2023,Paranal Observatory,Published Confirmed,0,<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>,6.42957500,0.00002600,-0.00002600,0,0.067300,0.001200,-0.001200,0,1.538,0.049,-0.049,0,0.137,0.004,-0.004,0,5.14000,0.41000,-0.41000,0,0.01617,0.00129,-0.00129,0,Mass,,,,,203.00,14.00,-14.00,0,920,16,-16,0,0,<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>,,5289.00,69.00,-69.00,0,0.98,0.01,-0.01,0,0.90,0.04,-0.04,0,0.240,0.050,-0.050,0,[Fe/H],4.39,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h12m13.88s,93.0578446,-14d38m57.54s,-14.6493167,68.1920000,0.1772000,-0.1763000,9.4900000,0.0300000,-0.0300000,7.5870000,0.0240000,-0.0240000,9.2746800,0.0002940,-0.0002940,2024-09-13,2024-08,2024-09-13
HIP 67851 b,HIP 67851,0,1,2,Radial Velocity,2015,Multiple Observatories,Published Confirmed,0,<a refstr=LIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...27L/abstract target=ref>Lin et al. 2024</a>,,,,,0.437000,0.020000,-0.020000,0,,,,,,,,,441.60000,56.80000,-56.80000,0,1.24300,0.13900,-0.13900,0,Msini,,,,,,,,,,,,,0,<a refstr=LIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...27L/abstract target=ref>Lin et al. 2024</a>,,,,,,5.95,0.08,-0.08,0,1.39,0.05,-0.05,0,,,,,,3.03,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h53m51.69s,208.4653640,-35d18m52.75s,-35.3146536,64.1181000,0.1748000,-0.1748000,6.1700000,0.0300000,-0.0300000,3.7510000,0.2360000,-0.2360000,5.8932900,0.0009089,-0.0009089,2024-09-13,2024-07,2024-09-13
HIP 67851 c,HIP 67851,0,1,2,Radial Velocity,2015,Multiple Observatories,Published Confirmed,0,<a refstr=LIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...27L/abstract target=ref>Lin et al. 2024</a>,,,,,3.626000,0.223000,-0.223000,0,,,,,,,,,1712.00000,222.00000,-222.00000,0,5.38700,0.69900,-0.69900,0,Msini,,,,,,,,,,,,,0,<a refstr=LIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...27L/abstract target=ref>Lin et al. 2024</a>,,,,,,5.95,0.08,-0.08,0,1.39,0.05,-0.05,0,,,,,,3.03,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h53m51.69s,208.4653640,-35d18m52.75s,-35.3146536,64.1181000,0.1748000,-0.1748000,6.1700000,0.0300000,-0.0300000,3.7510000,0.2360000,-0.2360000,5.8932900,0.0009089,-0.0009089,2024-09-13,2024-07,2024-09-13
Kepler-111 c,Kepler-111,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,224.77833000,0.00026000,-0.00026000,0,0.751000,0.013000,-0.016000,0,7.084,0.258,-0.235,0,0.632,0.023,-0.021,0,222.47988,44.49598,-41.31769,0,0.70000,0.14000,-0.13000,0,Mass,0.176000,0.080000,-0.085000,0,2.48,0.21,-0.18,0,352,6,-6,0,1,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,,5914.00,81.00,-82.00,0,1.15,0.04,-0.04,0,1.12,0.06,-0.07,0,0.237,0.058,-0.059,0,[Fe/H],4.37,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m36.76s,291.6531630,+44d41m17.74s,44.6882613,657.2230000,6.0140000,-5.9080000,13.5430000,0.0690000,-0.0690000,12.1100000,0.0230000,-0.0230000,13.4192000,0.0002350,-0.0002350,2024-09-13,2024-03,2024-09-13
Kepler-289 b,Kepler-289,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=GREKLEK_MCKEON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...48G/abstract target=ref>Greklek-McKeon et al. 2023</a>,34.53830000,0.00060000,-0.00060000,0,,,,,2.490,0.070,-0.070,0,0.222,0.006,-0.006,0,3.70000,3.79000,-1.96000,0,0.01164,0.01192,-0.00617,0,Mass,,,,,,,,,,,,,1,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,,5990.00,38.00,-38.00,0,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0,0.050,0.040,-0.040,0,[Fe/H],4.47,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m51.68s,297.4653351,+42d52m58.27s,42.8828517,704.4380000,8.8090000,-8.8090000,14.1420000,0.0690000,-0.0690000,12.5080000,0.0220000,-0.0220000,13.9628000,0.0003650,-0.0003650,2024-09-13,2023-02,2024-09-13
Kepler-289 c,Kepler-289,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=GREKLEK_MCKEON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...48G/abstract target=ref>Greklek-McKeon et al. 2023</a>,125.87230000,0.00350000,-0.00210000,0,,,,,11.230,0.210,-0.210,0,1.002,0.019,-0.019,0,157.18000,7.04000,-7.31000,0,0.49000,0.02000,-0.02000,0,Mass,,,,,,,,,,,,,1,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,,5990.00,38.00,-38.00,0,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0,0.050,0.040,-0.040,0,[Fe/H],4.47,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m51.68s,297.4653351,+42d52m58.27s,42.8828517,704.4380000,8.8090000,-8.8090000,14.1420000,0.0690000,-0.0690000,12.5080000,0.0220000,-0.0220000,13.9628000,0.0003650,-0.0003650,2024-09-13,2023-02,2024-09-13
Kepler-289 d,Kepler-289,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=GREKLEK_MCKEON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...48G/abstract target=ref>Greklek-McKeon et al. 2023</a>,66.02820000,0.00440000,-0.00390000,0,,,,,3.030,0.080,-0.080,0,0.270,0.007,-0.007,0,5.33000,0.43000,-0.42000,0,0.01677,0.00135,-0.00132,0,Mass,,,,,,,,,,,,,1,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,,5990.00,38.00,-38.00,0,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0,0.050,0.040,-0.040,0,[Fe/H],4.47,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m51.68s,297.4653351,+42d52m58.27s,42.8828517,704.4380000,8.8090000,-8.8090000,14.1420000,0.0690000,-0.0690000,12.5080000,0.0220000,-0.0220000,13.9628000,0.0003650,-0.0003650,2024-09-13,2023-02,2024-09-13
